id,Input Sentence
0,	Assume that L is a line bundle.
,"Previous studies of inverted-V signatures using ELS"	"were restricted by earlier energy table of IMA before"	"May 2007"	,(+,CT),NONE
,"Previous studies of inverted-V signatures using IMA"	"were restricted by earlier energy table of IMA before"	"May 2007"	,(+,CT),NONE
,"Previous studies of inverted-V signatures using ELS"	"were restricted by earlier energy table of"	"IMA"	,(+,CT),NONE
,"Previous studies of inverted-V signatures using IMA"	"were restricted by earlier energy table of"	"IMA"	,(+,CT),NONE
,"May 2007"	"did resolve ion measurements below"	"QUANT_O_1 eV"	,(-,CT),NONE

60,"	They found that, for compressions, there was a net transfer of power from magnetosphere to planet of ~325TW, due to the expected super-corotation of magnetospheric plasma."
,"net transfer of power from magnetosphere to planet of ~ 325TW due to expected super-corotation of magnetospheric plasma"	"there was for"	"compressions"	,(+,CT),NONE
,"net transfer of power from magnetosphere to planet of ~ 325TW due to expected super-corotation of magnetospheric plasma"	"there was"	,(+,CT),NONE

61,"	As a consequence, heat dissipated as Joule heating doubles, positive ion drag energy decreases by ~70% and negative ion drag energy increases by two orders of magnitude."
,"heat"	"dissipated as Joule heating doubles As"	"consequence"	,(+,CT),NONE
,"Joule heating"	"doubles"	,(+,CT),NONE

62,	The glass transition temperature of the unmodified epoxy polymer was 148 °C.
,"glass transition temperature of unmodified epoxy polymer"	"was"	"QUANT_O_1 °C"	,(+,CT),NONE

63,"	Samples with a size of 40 × 40 × 3 mm3 were used, and loaded in compression between two parallel 12 mm wide dies."
,"Samples with size of QUANT_S_1 × QUANT_S_2 mm3"	"were used"	,(+,CT),NONE
,"loaded in compression between QUANT_S_1 parallel QUANT_S_2 mm wide"	"dies"	,(+,CT),NONE

64,"	The energy contribution from plastic shear-band yielding, ΔGs, initiated by the presence of the particles is related to the size of the plastic zone from Ref."
,"plastic shear-band yielding initiated by presence of particles"	"is"	"ΔGs"	,(+,CT),NONE
,"plastic shear-band yielding"	"be initiated by presence of"	"particles"	,(+,CT),NONE
,"energy contribution from plastic shear-band yielding initiated by presence of particles"	"is related to"	"size of plastic zone from Ref"	,(+,CT),NONE

65,"	[13], to be:(7)F′(ry)=ry[(4π3vf)1/3(1-rpry)3-85(1-rpry)(rpry)5/2-1635(rpry)7/2-2(1-rpry)2+1635]where the rp is the radius of the particle and ry is the radius of the plane-strain plastic zone at the crack tip at fracture in the nanoparticle-modified polymer."
,"QUANT_S_1 F ′"	"is"	"ry"	,(+,CT),NONE
,"4π3vf QUANT_S_1 -RSB-"	"is"	"rpry"	,(+,CT),NONE
,"4π3vf QUANT_S_1 -RSB-"	"is"	"1-rpry"	,(+,CT),NONE
,"rp"	"is radius of"	"particle 4π3vf QUANT_O_1 -RSB-"	,(+,CT),NONE
,"rp"	"is ry of"	"particle 4π3vf QUANT_O_1 -RSB-"	,(+,CT),NONE
,"rp"	"is"	"radius 4π3vf QUANT_O_1 -RSB-"	,(+,CT),NONE
,"rp"	"is"	"ry 4π3vf QUANT_O_1 -RSB-"	,(+,CT),NONE
,"4π3vf QUANT_S_1 -RSB-"	"is -LSB- radius of"	"plane-strain plastic zone"	,(+,CT),NONE
,"4π3vf QUANT_S_1 -RSB-"	"is -LSB- radius at"	"crack tip"	,(+,CT),NONE
,"4π3vf QUANT_S_1 -RSB-"	"is -LSB- radius at"	"fracture"	,(+,CT),NONE
,"4π3vf QUANT_S_1 -RSB-"	"is -LSB- radius in"	"nanoparticle-modified polymer"	,(+,CT),NONE
,"4π3vf QUANT_S_1 -RSB-"	"is"	"-LSB- radius"	,(+,CT),NONE

66,"	Possible explanations include the accumulated influence of isotopic discrimination during selective microbial decomposition of specific substrates within the SOM (Nadelhoffer and Fry, 1988; Buchmann et al., 1997; Lin et al., 1999), and more importantly by the increased contribution of microbially derived C to SOM with depth (Ehleringer et al., 2000; Högberg et al., 2005)."
,"Possible explanations"	"include"	"accumulated influence of isotopic discrimination during selective microbial decomposition of specific substrates within SOM"	,(+,CT),NONE
,"Possible explanations"	"include"	"more importantly by increased contribution of microbially derived C to SOM with depth"	,(+,CT),NONE
,"SOM"	"is"	"Nadelhoffer"	,(+,CT),NONE
,"SOM"	"is"	"Fry"	,(+,CT),NONE
,"Nadelhoffer"	"is"	"SOM"	,(+,CT),NONE
,"Fry"	"is"	"SOM"	,(+,CT),NONE

67,	δ13C values (‰) of CO2 samples analysed by the CRDS were calculated using the Pee Dee Belemnite (PDB) standard.
,"Dee Belemnite"	"is"	"Pee"	,(+,CT),NONE
,"δ13C values of CO2 samples analysed by CRDS"	"is"	"‰"	,(+,CT),NONE
,"CO2 samples"	"be analysed by"	"CRDS"	,(+,CT),NONE
,"δ13C values of CO2 samples analysed by CRDS"	"were calculated"	"using Dee Belemnite standard"	,(+,CT),NONE
,"Dee Belemnite"	"is"	"PDB"	,(+,CT),NONE

68,	Gain and offset correction was applied to all of the diodes within the detector by applying a black (offset) and white (gain) reference to adjust for exposure variations.
,"Gain"	"was applied to QUANT_R_1 of diodes within"	"detector"	,(+,CT),NONE
,"offset correction"	"was applied to QUANT_R_1 of diodes within"	"detector"	,(+,CT),NONE
,"Gain"	"was applied to QUANT_R_1 of diodes by"	"applying black reference to adjust for exposure variations"	,(+,CT),NONE
,"Gain"	"was applied to QUANT_R_1 of diodes by"	"applying white reference to adjust for exposure variations"	,(+,CT),NONE
,"offset correction"	"was applied to QUANT_R_1 of diodes by"	"applying black reference to adjust for exposure variations"	,(+,CT),NONE
,"offset correction"	"was applied to QUANT_R_1 of diodes by"	"applying white reference to adjust for exposure variations"	,(+,CT),NONE
,"Gain"	"was applied to QUANT_O_1 of"	"diodes"	,(+,CT),NONE
,"offset correction"	"was applied to QUANT_O_1 of"	"diodes"	,(+,CT),NONE
,"black reference"	"be adjust for"	"exposure variations"	,(+,CT),NONE
,"white reference"	"be adjust for"	"exposure variations"	,(+,CT),NONE

69,	Smaller aggregates were not affected by AMF species.
,"Smaller aggregates"	"were affected by"	"AMF species"	,(-,CT),NONE

70,"	The yield decline usually occurs after two or three years of monoculture (as in this study), depending on crops, number of years and soil, and is usually attributed to the increase of yield-debilitating populations and switches of underground microbial communities (van Elsas et al., 2002)."
,"Elsas"	"is"	"van"	,(+,CT),NONE
,"yield decline"	"occurs after"	"QUANT_O_1 years of monoculture as in study"	,(+,CT),NONE
,"yield decline"	"occurs after"	"QUANT_O_1 years of monoculture as in study"	,(+,CT),NONE
,"yield decline"	"occurs after QUANT_R_1 years of monoculture as in study depending on"	"crops"	,(+,CT),NONE
,"yield decline"	"occurs after QUANT_R_1 years of monoculture as in study depending on"	"crops"	,(+,CT),NONE

71,"	For a complex natural community, it is impossible that every environmental element encourages every community member: majority makes senses."
,"QUANT_S_1 environmental element"	"encourages"	"QUANT_O_1 community member"	,(+,CT),NONE
,"majority"	"makes"	"senses"	,(+,CT),NONE

72,"	The high performance properties are due to the ability to dope the SnO2 framework, enhancing the intrinsic n-type semiconducting properties by an order of magnitude or more [1]."
,"high performance properties"	"are due to"	"ability to dope SnO2 framework"	,(+,CT),NONE
,"high performance properties"	"are"	"due"	,(+,CT),NONE
,"ability"	"be dope"	"SnO2 framework"	,(+,CT),NONE

73,	Hall Effect measurements identified all films as n-type semiconductors.
,"Hall Effect measurements"	"identified QUANT_R_1 films as"	"n-type semiconductors"	,(+,CT),NONE
,"Hall Effect measurements"	"identified"	"QUANT_O_1 films"	,(+,CT),NONE

74,"	∀x, y∈V: x depends on a implies y depends on a and a depends on x implies a depends on y."
,"∀ x"	"is"	"y QUANT_O_1 V"	,(+,CT),NONE
,"depends on implies y depends on"	"is"	"y QUANT_O_1 V"	,(+,CT),NONE
,"depends on implies y depends on depends"	"is"	"y QUANT_O_1 V"	,(+,CT),NONE
,"y"	"depends on"	"depends"	,(+,CT),NONE

75,	The paper also discusses inter-cluster dependence and how mutual dependencies between clusters may be exploited to reveal large dependence structure that form the basis of reverse engineering efforts.
,"paper"	"discusses"	"inter-cluster dependence"	,(+,CT),NONE
,"paper"	"discusses how mutual dependencies between"	"clusters"	,(+,CT),NONE
,"large dependence structure"	"form basis of"	"reverse engineering efforts"	,(+,CT),NONE

76,"	In addition to projecting the variables in f, as established in Proposition 1, the hash projection includes a variable computed by h that identifies the global state and is used to detect cycles in the trace."
,"hash projection"	"includes variable"	"Proposition QUANT_O_1"	,(+,CT),NONE
,"computed by h"	"identifies"	"global state"	,(+,CT),NONE
,"computed by h"	"is used to detect cycles in"	"trace"	,(+,CT),NONE
,"computed by h"	"is used to detect"	"cycles"	,(+,CT),NONE

77,	The simplest abstraction method generates a Spin state with only some (a small number) of the variables of the current Java state.
,"simplest abstraction method"	"generates Spin state with"	"QUANT_O_1 of variables of current Java state"	,(+,CT),NONE
,"simplest abstraction method"	"generates"	"Spin state"	,(+,CT),NONE
,"QUANT_S_1 of variables of current Java state"	"is"	"small number"	,(+,CT),NONE

78,"	Our results show that extended culture techniques and confocal microscopy together can identify live bacteria in 92% of cases, and we found biofilms in just under half of effusions."
,"Our"	"has"	"results"	,(+,CT),NONE
,"extended culture techniques together"	"identify live bacteria in QUANT_O_1 of"	"cases"	,(+,PS),(Our results, (+,CT))
,"extended culture techniques together"	"identify"	"live bacteria"	,(+,PS),(Our results, (+,CT))
,"we"	"found biofilms in just under QUANT_O_1 of"	"effusions"	,(+,CT),(Our results, (+,CT))
,"we"	"found"	"biofilms"	,(+,CT),(Our results, (+,CT))
,"confocal microscopy"	"identify live bacteria in QUANT_O_1 of"	"cases"	,(+,PS),NONE
,"confocal microscopy"	"identify"	"live bacteria"	,(+,PS),NONE

79,"	Variation in prevalence of OME over time has been previously documented [16], and may be due to patterns of antibiotic use or vaccination, particularly with the introduction of vaccines against H. influenzae type b and S. pneumoniae."
,"Variation in prevalence of OME over time"	"has been documented"	"previously"	,(+,CT),NONE
,"Variation in prevalence of OME over time"	"has been documented"	,(+,CT),NONE
,"Variation in prevalence of OME over time"	"be due to patterns of antibiotic use particularly with"	"introduction of vaccines against H. influenzae type b"	,(+,PS),NONE
,"Variation in prevalence of OME over time"	"be due to patterns of antibiotic use particularly with"	"introduction of vaccines against S. pneumoniae"	,(+,PS),NONE
,"Variation in prevalence of OME over time"	"be due to patterns of vaccination particularly with"	"introduction of vaccines against H. influenzae type b"	,(+,PS),NONE
,"Variation in prevalence of OME over time"	"be due to patterns of vaccination particularly with"	"introduction of vaccines against S. pneumoniae"	,(+,PS),NONE
,"Variation in prevalence of OME over time"	"be"	"due to patterns of antibiotic use"	,(+,PS),NONE
,"Variation in prevalence of OME over time"	"be"	"due to patterns of vaccination"	,(+,PS),NONE

80,	Most applications are confined to flows on two-dimensional (2D) surfaces where the LCS are characterized as curves.
,"Most applications"	"are confined to flows on"	"two-dimensional surfaces"	,(+,CT),NONE
,"LCS"	"are characterized as curves"	"two-dimensional surfaces"	,(+,CT),NONE
,"LCS"	"are characterized"	"two-dimensional surfaces"	,(+,CT),NONE

81,"	We first consider a series of cases with Sv=A=[0.1,0.2,…,1.1], keeping B=C fixed at a value of 0.8 for max(Sw)=1.13."
,"We"	"consider series of"	"cases"	,(+,CT),NONE
,"B = C"	"fixed at"	"value of QUANT_O_1 for max ="	,(+,CT),NONE
,"max ="	"is"	"Sw"	,(+,CT),NONE

82,	The XPS data clearly indicates that the HA nanoparticles used in this experiment are deficient in calcium (Ca/P ratio=1.37).
,"HA nanoparticles"	"be used in"	"experiment"	,(+,CT),NONE
,"HA nanoparticles used in experiment"	"are deficient in"	"calcium"	,(+,CT),NONE
,"HA nanoparticles used in experiment"	"are"	"deficient"	,(+,CT),NONE

83,"	In sintering processes, small individual structures merge together by diffusion to form bigger structures."
,"small individual structures"	"merge to form bigger structures In"	"sintering processes"	,(+,CT),NONE
,"small individual structures"	"merge to form"	"bigger structures"	,(+,CT),NONE
,"small individual structures"	"merge by diffusion to form"	"bigger structures"	,(+,CT),NONE

84,	Solute segregation around screw dislocation core was similar to radiation induced segregation.
,"Solute segregation around screw dislocation core"	"was similar to"	"radiation"	,(+,CT),NONE
,"Solute segregation around screw dislocation core"	"was"	"similar"	,(+,CT),NONE

85,	The defects are linear and extended in the [101¯] direction.
,"defects"	"are"	"linear"	,(+,CT),NONE
,"defects"	"extended in"	"direction"	,(+,CT),NONE

86,"	This coupling between the rotational direction and the terminal plate horizontal speed can be explained by the presence of autorotational drag, lift and torque."
,"coupling between rotational direction and terminal plate horizontal speed"	"be explained by presence of"	"autorotational drag"	,(+,PS),NONE
,"coupling between rotational direction and terminal plate horizontal speed"	"be explained by presence of"	"lift"	,(+,PS),NONE
,"coupling between rotational direction and terminal plate horizontal speed"	"be explained by presence of"	"torque"	,(+,PS),NONE

87,"	In addition, Tachikawa used a Froude number, Fr=UwgL,and a dimensionless mass moment of inertia parameter, Δ=mL2I,where L is the characteristic length of the plate and I is the mass moment of inertia."
,"Tachikawa"	"used Froude number In"	"addition"	,(+,CT),NONE
,"Tachikawa"	"used Fr = UwgL In"	"addition"	,(+,CT),NONE
,"Tachikawa"	"used dimensionless mass moment of inertia parameter In"	"addition"	,(+,CT),NONE
,"Tachikawa"	"used"	"Froude number"	,(+,CT),NONE
,"Tachikawa"	"used"	"Fr = UwgL"	,(+,CT),NONE
,"Tachikawa"	"used dimensionless mass moment of"	"inertia parameter"	,(+,CT),NONE
,"Froude number"	"is"	"Δ"	,(+,CT),NONE
,"Fr = UwgL"	"is"	"Δ"	,(+,CT),NONE
,"dimensionless mass moment of inertia parameter"	"is"	"Δ"	,(+,CT),NONE
,"L"	"is characteristic length of"	"plate mL2I"	,(+,CT),NONE
,"L"	"is"	"characteristic length mL2I"	,(+,CT),NONE
,"I"	"is mass moment of"	"inertia"	,(+,CT),NONE
,"I"	"is"	"mass moment"	,(+,CT),NONE

88,"	Dispersal of pollutants in urban areas is a well-studied area and data for this, and for studies of rooftop wind turbines, may be obtained using conventional instrumented masts, or roof-mounted equipment."
,"Dispersal of pollutants in urban areas"	"is well-studied area for"	"this"	,(+,CT),NONE
,"Dispersal of pollutants in urban areas"	"is data for"	"this"	,(+,CT),NONE
,"Dispersal of pollutants in urban areas"	"is"	"well-studied area"	,(+,CT),NONE
,"Dispersal of pollutants in urban areas"	"is"	"data"	,(+,CT),NONE
,"Dispersal of pollutants in urban areas"	"be obtained using conventional instrumented masts for studies of"	"rooftop wind turbines"	,(+,PS),NONE
,"Dispersal of pollutants in urban areas"	"be obtained using roof-mounted equipment for studies of"	"rooftop wind turbines"	,(+,PS),NONE
,"Dispersal of pollutants in urban areas"	"be obtained"	"using conventional instrumented masts"	,(+,PS),NONE
,"Dispersal of pollutants in urban areas"	"be obtained"	"using roof-mounted equipment"	,(+,PS),NONE

89,"	At higher wind speeds there are few data, so it is not possible to draw a robust conclusion for these conditions."
,"QUANT_S_1 data"	"there are At"	"higher wind speeds"	,(+,CT),NONE
,"QUANT_S_1 data"	"there are"	,(+,CT),NONE
,"it"	"is"	"possible to draw robust conclusion for conditions"	,(-,CT),NONE
,"it"	"is"	"possible to draw robust conclusion"	,(-,CT),NONE

90,"	As a result, concentration patterns are highly variable in time and mean profiles in the near field are strongly non-Gaussian."
,"concentration patterns"	"are variable As"	"result"	,(+,CT),NONE
,"concentration patterns"	"are"	"variable"	,(+,CT),NONE
,"concentration patterns"	"are variable in"	"time"	,(+,CT),NONE
,"profiles in near field"	"are"	"non-Gaussian"	,(+,CT),NONE

91,"	Specifically, the main questions investigated here are the following:•"
,"main questions"	"be investigated"	"here"	,(+,CT),NONE
,"main questions investigated here"	"are"	"following"	,(+,CT),NONE

92,	The levels are ordered in a way such that lower levels offer faster and more local solutions than higher ones.
,"levels"	"are ordered in"	"way"	,(+,CT),NONE
,"lower levels"	"offer faster solutions than"	"higher ones"	,(+,CT),NONE
,"lower levels"	"offer more local solutions than"	"higher ones"	,(+,CT),NONE

93,"	Therefore, a mechanism is required for the automatic adaptation between different templates without changing the templates themselves."
,"mechanism"	"is required for automatic adaptation between"	"different templates"	,(+,CT),NONE
,"mechanism"	"is required for automatic adaptation between different templates without"	"changing templates themselves"	,(+,CT),NONE

94,	The speedup of a program on these machines depends on how well the latency is hidden.
,"latency"	"is hidden how"	"well"	,(+,CT),NONE
,"latency"	"is hidden"	,(+,CT),NONE

95,	Effect of the number of threads: the fact that the TMM model incorporates the number of threads per processor in the model is the primary differentiator between the PRAM and TMM models.
,"TMM model"	"incorporates number of threads per processor in"	"model"	,(+,CT),NONE
,"TMM model"	"incorporates"	"number of threads per processor"	,(+,CT),NONE
,"fact that TMM model incorporates number of threads per processor in model"	"is primary differentiator between"	"PRAM and TMM models"	,(+,CT),NONE
,"fact that TMM model incorporates number of threads per processor in model"	"is"	"primary differentiator"	,(+,CT),NONE

96,	It employs analogue circuits to implement most of the central dynamic functions.
,"It"	"employs analogue circuits to implement most of"	"central dynamic functions"	,(+,CT),NONE
,"It"	"employs"	"analogue circuits"	,(+,CT),NONE
,"It"	"be implement most of"	"central dynamic functions"	,(+,CT),NONE

97,	Each table entry has its own bitmap mask that will be applied to the source address before it is compared with the table entries in order.
,"QUANT_S_1 table entry"	"has"	"own bitmap mask"	,(+,CT),NONE
,"its"	"has"	"own bitmap mask"	,(+,CT),NONE
,"own bitmap mask"	"be applied to"	"source address"	,(+,PS),NONE
,"it"	"is compared with table entries in"	"order"	,(+,CT),NONE

98,"	The Nicaragua site was located in Masatepe (11° 53′ 54″ N, 86° 08′ 56″ W) at 455m above sea level."
,"Nicaragua site"	"was located in"	"Masatepe at 455m above sea level"	,(+,CT),NONE
,"Nicaragua site"	"was"	"located"	,(+,CT),NONE
,"′ QUANT_S_1 N"	"is"	"QUANT_O_1 ′ QUANT_O_2 W"	,(+,CT),NONE

99,	This further emphasises the importance both of conservation of tree biomass in established forest and agroforestry systems and of avoiding practices that reduce stocks of SOC.
,"This"	"emphasises importance"	"further"	,(+,CT),NONE
,"This"	"emphasises"	"importance"	,(+,CT),NONE
,"practices"	"reduce stocks of"	"SOC"	,(+,CT),NONE

100,"	While these modifications would be required to optimize the present protocol to ensure maximum yields of cells, this study represents a proof of principle that hiPSC can be expanded in clumps using automation without loss of quality."
,"modifications"	"be required to optimize"	"present protocol to ensure maximum yields of cells"	,(+,PS),NONE
,"modifications"	"be required to optimize"	"present protocol"	,(+,PS),NONE
,"to optimize present protocol"	"be ensure maximum yields of"	"cells"	,(+,CT),NONE
,"hiPSC"	"be expanded in clumps"	"using automation without loss of quality"	,(+,PS),NONE
,"hiPSC"	"be expanded in clumps"	"using automation"	,(+,PS),NONE
,"hiPSC"	"be expanded"	"using automation without loss of quality"	,(+,PS),NONE
,"hiPSC"	"be expanded"	"using automation"	,(+,PS),NONE

101,	Investigating the feasibility of scale up and automation of human induced pluripotent stem cells cultured in aggregates in feeder free conditions
,"human induced pluripotent stem cells"	"be cultured in aggregates in"	"feeder free conditions"	,(+,CT),NONE

102,"	A role in biotic stress was also demonstrated by ectopic expression of the apple gene for SPERMIDINE SYNTHETASE (SPDS1) in sweet orange, which reduced susceptibility to canker caused by Xanthomonas axonopodis pv."
,"role in biotic stress"	"was demonstrated by"	"ectopic expression of apple gene for SPERMIDINE SYNTHETASE in sweet orange"	,(+,CT),NONE
,"SPERMIDINE SYNTHETASE in sweet orange"	"is"	"SPDS1"	,(+,CT),NONE
,"SPERMIDINE SYNTHETASE in sweet orange"	"reduced"	"susceptibility to canker caused by Xanthomonas axonopodis pv"	,(+,CT),NONE
,"canker"	"be caused by"	"Xanthomonas axonopodis pv"	,(+,CT),NONE

103,	The wild-type trees had a net growth that was 13% less than those over-expressing the cry toxins from Bt.
,"wild-type trees"	"had"	"net growth"	,(+,CT),NONE
,"net growth"	"was less"	"QUANT_O_1"	,(+,CT),NONE
,"net growth"	"was less than"	"over-expressing cry"	,(+,CT),NONE
,"net growth"	"was"	"less"	,(+,CT),NONE
,"those"	"be over-expressing"	"cry"	,(+,CT),NONE

104,"	90×90μm and measured it with 512×512 pixels resolution, giving a pixel to pixel distance of 176nm, comparable to the 166nm for the optical profiler."
,"QUANT_S_1 90μm comparable to 166nm for optical profiler"	"be giving pixel to pixel distance of"	"176nm"	,(+,CT),NONE
,"measured it with QUANT_S_1 × QUANT_S_2 pixels resolution"	"be giving pixel to pixel distance of"	"176nm"	,(+,CT),NONE

105,"	Using Fresnel equations and optical constants from literature [33,34] we can easily calculate that, for instance, as little as 14nm of gold gives a perpendicular reflectance R=0.51 for a wavelength of 500nm, which is sufficient for characterization using an optical profiler and the vertical scan interference method."
,"as little as 14nm of gold"	"gives perpendicular reflectance R = for"	"instance"	,(+,CT),NONE
,"as little as 14nm of gold"	"gives perpendicular reflectance R = for wavelength of"	"500nm"	,(+,CT),NONE
,"as little as 14nm of gold"	"gives"	"perpendicular reflectance R ="	,(+,CT),NONE
,"wavelength of 500nm"	"is sufficient for"	"characterization using optical profiler"	,(+,CT),NONE
,"wavelength of 500nm"	"is sufficient for"	"characterization using vertical scan interference method"	,(+,CT),NONE
,"wavelength of 500nm"	"is"	"sufficient using optical profiler"	,(+,CT),NONE
,"wavelength of 500nm"	"is"	"sufficient using vertical scan interference method"	,(+,CT),NONE

106,"	A comparison of shoot P concentration between C. genistoides grown in 1997 and a non-legume, Gnidia anomala showed no differences, younger shoots of the legume however accumulated greater P concentration compared to another non-legume, Tetraria bromoides (Table 2)."
,"comparison of shoot P concentration between C. genistoides grown in 1997 and non-legume Gnidia anomala showed QUANT_S_2 differences"	"is"	"younger shoots of legume however accumulated greater P concentration compared to another non-legume"	,(+,CT),NONE
,"C. genistoides and non-legume Gnidia anomala showed QUANT_S_1 differences"	"be grown in"	"1997"	,(+,CT),NONE
,"Gnidia anomala"	"showed differences"	"non-legume"	,(-,CT),NONE
,"Gnidia anomala"	"showed"	"QUANT_O_1 differences"	,(+,CT),NONE
,"younger shoots of legume"	"be accumulated"	"greater P concentration compared to another non-legume"	,(+,CT),NONE

107,	A similar assay of enzymes was done for C. subternata planted at Kanetberg in 1999 and 2002.
,"similar assay of enzymes"	"was done for"	"C. subternata planted at Kanetberg in 1999"	,(+,CT),NONE
,"similar assay of enzymes"	"was done for"	"C. subternata planted at Kanetberg in 2002"	,(+,CT),NONE

108,"	Similar to that of the CDC layer, the two contributions at low binding energy are assigned to the sp2 and sp3 C."
,"QUANT_S_1 contributions at low binding energy"	"are assigned to sp2 C."	"Similar to that of CDC layer"	,(+,CT),NONE
,"QUANT_S_1 contributions at low binding energy"	"are assigned to sp3 C."	"Similar to that of CDC layer"	,(+,CT),NONE
,"QUANT_S_1 contributions at low binding energy"	"are assigned to"	"sp2 C."	,(+,CT),NONE
,"QUANT_S_1 contributions at low binding energy"	"are assigned to"	"sp3 C."	,(+,CT),NONE

109,	The lubrication failure is attributed to the high porosity and the low strength of CDC coating.
,"lubrication failure"	"is attributed to"	"high porosity"	,(+,CT),NONE
,"lubrication failure"	"is attributed to low strength of"	"CDC coating"	,(+,CT),NONE

110,	The experimental area was under glyphosate-resistant soybean production for three years prior to this study and was planted each year in no-till.
,"experimental area"	"was under glyphosate-resistant soybean production for"	"QUANT_O_1 years prior to study"	,(+,CT),NONE
,"experimental area"	"was under"	"glyphosate-resistant soybean production"	,(+,CT),NONE
,"experimental area"	"was planted QUANT_R_1 year in"	"no-till"	,(+,CT),NONE
,"experimental area"	"was planted"	"QUANT_O_1 year"	,(+,CT),NONE

111,	Materials and methods

112,"	We address the inconsistencies in and revisions of the tephrostratigraphies presented in prior literature, and discuss the challenges in correlating tephras and the limitations of the tephrostratigraphic record in this area."
,"We"	"address inconsistencies"	"revisions of tephrostratigraphies presented in prior literature"	,(+,CT),NONE
,"We"	"address"	"inconsistencies"	,(+,CT),NONE
,"We"	"discuss challenges in"	"correlating tephras"	,(+,CT),NONE
,"We"	"discuss"	"challenges in correlating limitations of tephrostratigraphic record in area"	,(+,CT),NONE
,"tephrostratigraphies"	"be presented in"	"prior literature"	,(+,CT),NONE

113,"	Accurate clast size measurement is thwarted further (especially close to the source volcano) by the deposition of clasts that are outliers to the main size distribution (Bonadonna et al., 2013), such as ballistic bombs, which can be problematic to distinguish from pumices, especially when both are degraded."
,"Accurate clast size measurement"	"is thwarted"	"further especially close to source volcano by deposition of ballistic bombs"	,(+,CT),NONE
,"clasts"	"are outliers to"	"main size distribution"	,(+,CT),NONE
,"clasts"	"are"	"outliers"	,(+,CT),NONE
,"ballistic bombs"	"be"	"problematic to distinguish from pumices"	,(+,PS),NONE
,"both"	"are degraded"	"ballistic bombs"	,(+,CT),NONE

114,"	The small increase in the intensity of this peak in the difference spectra upon increasing the H2 loading from 0.25 to 0.5 H2/Al suggests that the interacting site reaches saturation quickly, presumably owing to space constraints."
,"H2"	"be loading from"	"QUANT_O_1 to QUANT_O_2 H2/Al"	,(+,CT),NONE
,"interacting site"	"reaches"	"saturation owing presumably to space constraints"	,(+,CT),(The small increase in the intensity of this peak in the difference spectra upon increasing the H2 loading from 0.25 to 0.5 H2/Al, (+,PS))
,"interacting site"	"reaches"	"saturation owing to space constraints"	,(+,CT),(The small increase in the intensity of this peak in the difference spectra upon increasing the H2 loading from 0.25 to 0.5 H2/Al, (+,PS))
,"interacting site"	"reaches saturation"	"owing presumably to space constraints"	,(+,CT),(The small increase in the intensity of this peak in the difference spectra upon increasing the H2 loading from 0.25 to 0.5 H2/Al, (+,PS))
,"interacting site"	"reaches saturation"	"owing to space constraints"	,(+,CT),(The small increase in the intensity of this peak in the difference spectra upon increasing the H2 loading from 0.25 to 0.5 H2/Al, (+,PS))

115,"	In a typical gas adsorption experiment, ∼100mg of NOTT-300 was loaded into the IGA, and degassed at 120°C and high vacuum (10-10bar) for 1day to give fully desolvated NOTT-300."
,"QUANT_S_1 100mg of NOTT-300"	"was loaded into IGA In"	"typical gas adsorption experiment"	,(+,CT),NONE
,"QUANT_S_1 100mg of NOTT-300"	"was loaded into"	"IGA"	,(+,CT),NONE
,"QUANT_S_1 100mg of NOTT-300"	"degassed at QUANT_R_1 °C for"	"QUANT_O_1"	,(+,CT),NONE
,"QUANT_S_1 100mg of NOTT-300"	"degassed at high vacuum for"	"QUANT_O_1"	,(+,CT),NONE
,"QUANT_S_1 100mg of NOTT-300"	"degassed at QUANT_R_1 °C to give"	"fully desolvated NOTT-300"	,(+,CT),NONE
,"QUANT_S_1 100mg of NOTT-300"	"degassed at high vacuum to give"	"fully desolvated NOTT-300"	,(+,CT),NONE
,"QUANT_S_1 100mg of NOTT-300"	"degassed at"	"QUANT_O_1 °C"	,(+,CT),NONE
,"QUANT_S_1 100mg of NOTT-300"	"degassed at"	"high vacuum"	,(+,CT),NONE
,"degassed at QUANT_S_1 °C for QUANT_S_2"	"be give"	"fully desolvated NOTT-300"	,(+,CT),NONE
,"degassed at high vacuum for QUANT_S_1"	"be give"	"fully desolvated NOTT-300"	,(+,CT),NONE
,"high vacuum"	"is"	"10-10bar"	,(+,CT),NONE

116,	stable if it is both internally and externally stable.
,"it"	"is"	"both internally stable"	,(+,CT),NONE
,"it"	"is"	"both externally stable"	,(+,CT),NONE

117,"	To make more precise observations about such a set, we need the notion of Hausdorff dimension, which we now introduce."
,"we"	"need notion of Hausdorff dimension To make more precise observations about"	"such set"	,(+,CT),NONE
,"we"	"need notion of"	"Hausdorff dimension"	,(+,CT),NONE
,"we"	"introduce notion of"	"Hausdorff dimension"	,(+,CT),NONE

118,"	The European Food Safety Authority (EFSA) set the BMDL0.1 value at 0.3 - 8μg/kg bw/day in 2010 (European Food Safety Authority, 2010)."
,"European Food Safety Authority"	"is"	"EFSA"	,(+,CT),NONE
,"European Food Safety Authority"	"set / BMDL0 QUANT_R_1 value at QUANT_O_1 kg bw/day in"	"2010"	,(+,CT),NONE
